A1BG	0.12449978	0.21330068	-0.08867711	-0.12997197	-0.0945466	-0.012297517	0.24437128	-0.28192973	-0.21789719	0.049780414	-0.028383438	-0.108744115	-0.09972562	0.18579613	0.0010291074	-0.23132409
A1CF	0.054825164	0.04968996	0.13487504	-0.17349519	0.06567699	0.0068372646	-0.15819769	-0.2359214	-0.018539676	0.0038635521	-0.11236742	0.13407086	-0.13222374	-0.196693	-0.16337304	0.14836597
A2M	0.19948594	-0.30003917	-0.05487284	-0.010017077	-0.12217787	-0.067775615	0.18881923	-0.01635123	0.011195251	-0.19324972	0.04159723	0.32445255	0.0147372	0.18160203	0.53508496	0.055489257
A4GALT	0.17278503	-0.007085327	0.43182468	-0.107427426	0.17608248	-0.34878156	-0.067340575	-0.066978335	-0.09739402	0.029143965	-0.20180802	-0.08492905	0.14539392	0.008294268	0.0051541487	-0.20851518
A4GNT	0.07619988	0.10449085	0.23918687	-0.10528433	0.21389978	0.30222097	-0.020946799	-0.28446633	0.12006386	-0.14374194	-0.15051267	-0.25836283	0.03474479	-0.2678249	0.25626776	-0.16474754
AAAS	-0.07464172	-0.04776136	0.3074504	0.17106861	0.015317528	-0.025321027	-0.111149795	-0.04647791	-0.32012525	-0.4522111	-0.12845245	0.3099377	0.03643388	0.3749803	-0.12279166	-0.49706954
AACS	-0.17170805	-0.18169719	-0.15382442	0.045660026	0.0051647653	0.07671109	-0.35058373	0.17490958	-0.029865535	0.012183143	-0.22656563	-0.13819855	0.14992064	-0.16118197	0.19202991	-0.20643216
AADAT	-0.043716654	-0.034560848	-0.02433612	-0.01746505	-0.26412824	0.08866509	-0.15449423	-0.037150268	0.5618927	-0.0047817747	-0.26404572	0.12885346	0.20186311	-0.21115063	0.046865005	-0.29604733
AAK1	0.1835696	0.23800239	0.104722925	-0.21215287	0.034416076	-0.011886636	0.08297078	0.044468407	0.14826974	0.007161841	-0.05452802	-0.0056275036	0.004060078	-0.09595157	-0.052517403	-0.00462675
AAMP	-0.15217595	-0.01045041	0.014714561	0.16365099	-0.3407175	-0.010028888	0.132865	-0.05795804	0.29027328	0.21939605	0.077816665	-0.379075	-0.13847774	-0.022330161	0.14411892	-0.035523485
AANAT	-0.27717814	0.15870589	0.19996321	-0.13068728	-0.13037309	0.12966728	-0.13958341	0.062816426	0.045843035	-0.06654565	0.07007569	-0.092199	0.09511423	0.07077686	0.36858994	0.22988397
AAR2	-0.05235419	0.06852657	0.04300065	-0.21538396	-0.15231954	-0.16861606	0.13346833	0.24242139	-0.16813752	0.011738343	-0.06927048	-0.16080521	0.13032939	0.24675123	-0.011191647	-0.06528349
AARS2	-0.18403694	-0.02495028	0.08419996	-0.23163404	0.027488036	-0.07172468	-0.18949708	0.05398041	0.0038159888	-0.3261307	-0.3045271	0.09097092	0.9122525	-0.01202249	-0.3556635	0.11946671
AARSD1	0.19262902	0.118434824	0.20455547	-0.30136955	-0.002609839	-0.06949836	-0.1238076	-0.18400994	-0.09122967	-0.4001146	-0.10797168	-0.23476163	-0.22575437	-0.30032125	-0.2658746	-0.231515
AASDHPPT	0.14567792	-0.08419174	-0.0877	0.15828618	-0.135535	-0.15070792	0.00062269176	0.08197293	-0.059691187	0.11505239	-0.081433125	-0.0764053	0.15724677	-0.28853422	-0.27224678	-0.1219884
AASS	-0.1871036	0.19253191	-0.04841174	-0.19125803	0.19520922	-0.2227188	0.07615731	0.20959477	-0.045167807	0.19088547	-0.022202386	-0.2717129	0.0947024	0.10009707	0.17119852	-0.015268803
AATF	-0.20947532	-0.07258489	-0.2185146	-0.22812973	0.16126035	0.12769961	-0.0003164022	0.0636456	-0.19414623	0.09490034	-0.11645698	0.08158545	-0.062065475	0.4009022	0.1108975	-0.2929077
ABAT	0.23490283	-0.24684812	-0.09156534	-0.24235061	-0.16677469	-0.027223995	-0.0906474	-0.19570395	0.06393847	0.27993283	-0.20749915	-0.1130209	0.056690298	0.20203885	0.093700245	0.06179541
ABCA1	0.036701333	0.03486836	-0.11410731	0.13306165	-0.18114604	0.116755776	0.40389904	0.19224393	-0.17250597	-0.049662426	-0.15019186	0.044924434	-0.11599128	0.053661622	-0.057979383	-0.18531327
ABCA2	0.046919547	0.03380025	0.1713522	-0.1570915	-0.0687676	0.0033459582	0.22762673	0.019008638	-0.10803151	0.016826203	0.2824343	-0.04851316	-0.07862897	-0.007265886	0.3330158	-0.13496226
ABCA7	-0.071751565	0.15143465	-0.12607342	-0.50350523	0.01567966	0.06945017	0.2827672	0.18102543	-0.09945794	0.07965653	-0.16442822	0.08154334	0.24531473	0.27092075	-0.17561491	-0.17445712
ABCB1	-0.134815	0.33342335	0.113501586	-0.036287878	0.1705966	-0.015267662	0.30550522	0.021003122	0.09605321	0.21745862	-0.06007128	0.07126318	-0.064085595	0.04172962	0.08508561	-0.059664156
ABCB10	-0.043830045	0.3171868	0.044054348	0.07808743	0.081268474	-0.20612735	0.04404319	-0.046708476	0.03540074	0.12793091	0.3494136	-0.029760724	-0.22099656	-0.04178937	0.23110797	-0.22321823
ABCB4	-0.10887955	0.38797045	-0.20358549	-0.15438586	0.04649333	0.2552442	0.23215896	-0.009592997	-0.06943269	0.025124265	0.1108376	-0.19002259	0.20064728	-0.016762974	0.1226123	0.20657158
ABCB6	-0.071248285	0.0029561783	-0.047335472	0.11006251	0.12539546	0.20234692	-0.318406	0.17712009	-0.15337475	0.20882449	0.3386878	0.3208792	-0.050670754	-0.11892353	-0.089946285	0.1713965
ABCB7	0.033098444	0.038541295	-0.17550643	0.08176351	-0.16404065	0.039236594	0.17316484	-0.24302863	-0.15957567	-0.14739774	-0.099195205	-0.0509851	0.2649982	0.0782347	0.19267869	0.0007231059
ABCC1	0.07496647	-0.117715776	0.055006903	-0.14141229	0.21379447	0.032321338	-0.013840398	0.1667165	-0.059352554	-0.10531072	0.00029789621	-0.2726865	0.03568981	-0.03297788	-0.08671889	-0.13763045
ABCC11	-0.167549	0.055145446	-0.07041556	0.3483363	-0.07846914	-0.041364092	0.09021859	0.10543345	0.1388156	0.1070343	0.22045231	0.24548583	-0.055671364	0.038456216	0.21726389	-0.39797524
ABCC3	-0.2838359	0.34478104	-0.009761885	0.059906404	-0.36881146	0.08572483	-0.4931689	-0.15070587	0.11414152	0.0963879	-0.09418121	0.24714705	0.113799244	0.24017276	-0.09231586	-0.0046673436
ABCC8	0.070777714	-0.040669885	-0.016408918	-0.09813647	0.036212333	0.09207426	-0.019444866	-0.038919687	-0.09956014	0.16337793	0.044536196	0.054571487	-0.4444533	-0.042132497	0.32044086	0.12334455
ABCC9	-0.17557439	0.07845559	0.19486423	0.0919511	-0.013452972	0.14046426	-0.0028140566	0.23790322	0.058573134	0.058692284	0.16761012	-0.033080224	-0.008350642	0.14010063	-0.040411476	-0.21595103
ABCD1	0.02742658	0.011003211	-0.14049415	0.002872076	0.22344421	0.03887434	0.08697037	-0.17493407	0.02175202	0.27671087	-0.021393599	0.030978544	0.26160783	-0.09911007	0.46120676	-0.049860053
ABCD2	-0.07380893	-0.03973698	0.022554148	0.033772737	0.14661276	-0.105440475	-0.28718334	0.13684155	-0.08035944	-0.056007516	-0.17010726	0.13262112	-0.07397897	0.115563646	-0.06800922	0.24344146
ABCD3	-0.3105939	0.07360491	-0.12975416	-0.21309197	-0.08996622	0.16254087	-0.071295865	0.012023021	0.20767717	-0.086112104	-0.03792455	0.2278484	0.07847894	-0.26184145	0.21694946	0.030687217
ABCD4	0.021427568	0.2935441	0.19098152	0.60212815	-0.1240978	-0.124461696	-0.08503704	0.12664567	-0.1079579	0.024388932	-0.00030731063	-0.1445274	-0.09623125	-0.20500185	-0.02218788	0.12890851
ABCE1	-0.2102353	0.26660272	0.020892914	-0.31013724	0.092243485	0.20288336	-0.24549983	-0.28840968	0.13090593	-0.020510763	-0.0017244517	-0.12469779	-0.008999039	-0.058467768	0.037931107	-0.083196975
ABCF1	-0.15509717	0.22552146	0.22110502	-0.051457427	-0.0068308907	-0.10101587	-0.05677288	0.09878441	0.116393864	-0.3064415	0.20386806	0.015524809	0.08243533	-0.14825468	0.14536129	-0.20990866
ABCG1	-0.04851343	-0.08998096	-0.04524769	-0.2150715	-0.2803191	-0.07554885	0.06346589	0.034137864	-0.28063658	0.22646824	-0.44599503	-0.30055642	0.1283407	-0.099670455	-0.1294195	-0.291349
ABCG2	0.21311173	0.24725224	-0.34197488	0.18376414	-0.051480003	-0.029321028	-0.21682297	-0.3758983	0.018158216	-0.4187001	-0.10624132	0.059886318	0.06513025	-0.40737605	0.35260484	0.14624025
ABCG4	-0.27709863	-0.13938107	0.2278135	0.01576924	0.013282303	0.093446635	-0.26278728	0.13795382	-0.08796446	-0.030260295	-0.20670876	0.018395863	0.113341555	-0.0021375746	-0.025264291	0.123436205
ABCG8	0.11357152	0.035007387	0.569154	0.11066577	0.038428944	0.051486827	0.11113439	0.15706638	-0.5192938	-0.08723048	-0.42572576	-0.2100153	-0.3160145	-0.406025	-0.06787763	0.054168507
ABHD12	0.06492417	-0.059290875	0.13482419	0.05926593	-0.08974459	-0.014568158	0.34089172	-0.041495394	-0.23742676	-0.12845387	-0.028739048	-0.33396283	0.102134004	-0.17806831	0.038840856	-0.09548653
ABHD5	0.124451846	-0.1525129	-0.34397578	-0.25817612	-0.18509734	-0.028122311	0.073183864	0.04876342	-0.10293557	-0.19746102	-0.20554379	0.27233025	-0.18441695	0.0098579	-0.18701589	-0.107024506
ABHD6	-0.037858617	0.17589378	0.036863633	0.028693946	-0.08577581	0.14293148	-0.12570931	0.14783986	-0.12645671	0.29681823	0.08170733	0.20121719	-0.10598297	0.060280636	-0.14850792	-0.03447138
ABI1	0.27825564	0.052742247	-0.26021308	-0.049863573	-0.080672115	0.12615311	-0.038231473	-0.25890428	-0.2560373	-0.04222307	0.0038780724	0.24159345	0.20444255	-0.05250136	-0.14118315	0.17718373
ABI2	0.16535503	-0.14905512	0.09669518	0.08543375	-0.13864999	0.07816637	-0.112954915	-0.2528411	-0.056434914	0.17404073	0.0947958	0.17174774	0.30939278	-0.073534206	0.06701944	-0.08913524
ABI3	0.28457877	-0.14989592	-0.106685296	0.0215913	-0.36397138	0.1848034	-0.1482222	-0.109902225	0.101269856	0.09042278	-0.09329561	-0.08046737	-0.34532994	-0.24132681	-0.40075165	-0.10231939
ABL1	-0.14370449	-0.004114215	-0.342199	-0.07792997	-0.08730633	0.019649543	-0.3070185	0.1415557	-0.2839319	0.058969352	0.13728292	0.19556093	-0.13093935	-0.039498307	-0.021978343	-0.19971846
ABL2	-0.2149513	-0.1467633	-0.030869659	-0.009195766	0.4252827	0.02389354	0.036140535	-0.0067021567	-0.10791539	-0.24322823	0.08246669	0.065566026	0.2850012	-0.13349973	0.15299538	0.077704705
ABLIM2	-0.10038626	0.31943926	-0.0037880936	-0.040813852	-0.093435004	-0.04804573	-0.10591408	0.09160106	0.13593356	-0.14695084	-0.1607403	-0.021070663	-0.00011791898	0.048127543	-0.056450002	-0.3077117
ABLIM3	0.041629847	0.051422354	0.13913953	0.15864389	-0.36348507	0.26784497	0.067717046	-0.09572714	-0.15326092	-0.25106525	0.2783625	-0.0030844107	-0.16770492	-0.17747082	-0.0013589219	-0.32347277
ABR	-0.052838482	-0.21671687	-0.43603164	0.11425524	-0.019688662	0.10187394	0.14182608	0.08111175	-0.14985426	-0.19885121	-0.15701836	0.019107219	0.1440818	0.11703574	-0.18539412	-0.0050963317
ABRA	-0.27667892	-0.17499124	-0.11754369	0.20604852	-0.0826851	-0.13124193	-0.04759157	0.043112256	-0.14570169	0.06602973	-0.00024454328	-0.11303688	-0.09174028	-0.07727907	0.026713382	-0.28657466
ABRAXAS1	0.009085407	-0.10459545	0.2892167	-0.17921574	0.05542156	-0.007465762	-0.070656	-0.081581235	0.16804536	0.1861571	0.07553418	-0.17707466	0.13772072	-0.024623616	-0.11565773	-0.064275034
ABRAXAS2	-0.03021927	0.4562806	0.23712055	-0.10635375	0.14045538	-0.005358244	0.09842983	-0.33354393	0.16484992	-0.7074177	0.22689958	-0.2491191	-0.1697524	0.21940385	-0.0756074	0.0362515
ABT1	-0.17234683	0.34575984	0.15592754	0.08122504	0.050808787	-0.13166557	0.33775276	0.30759487	-0.07355854	0.0357575	0.087660454	0.15956292	-0.0804058	-0.05419205	0.10669617	-0.033737294
ABTB1	0.031294048	0.10636149	-0.11740042	-0.032147303	-0.2038392	0.055365536	0.30833584	-0.27853972	-0.22822696	-0.070768684	-0.04110097	0.1023717	-0.24718274	-0.004721448	0.025037393	0.12979928
ACAA1	-0.12676023	0.20108865	-0.043078065	0.012158639	0.030201524	-0.04181675	-0.17599434	-0.19377154	-0.1546778	0.2908508	-0.41463926	0.053003486	0.13033533	-0.26171985	0.32828027	0.045378663
ACAA2	-0.14738894	0.21765997	0.019124044	0.14852592	-0.07596346	0.016674506	0.20554386	-0.24020714	-0.07215468	-0.06826055	0.27668682	0.21462874	-0.028689157	0.3143983	-0.010052706	-0.17103219
ACACA	0.040238786	0.2351426	0.13508141	0.083332606	-0.1282111	0.036643635	-0.14513622	-0.050505653	0.13936415	0.012227198	-0.16497386	0.21327683	0.32549396	0.071677074	0.45591328	0.095688604
ACACB	0.08519311	-0.103507414	-0.04624356	0.2948841	0.6006247	-0.002810238	0.11997709	0.04153616	-0.08598685	0.032729723	-0.37202382	0.03659608	-0.2185745	0.068566486	0.017826837	0.29095602
ACAD10	-0.02286464	-0.29474774	-0.094367854	-0.20691341	0.046946704	0.2057354	-0.25842482	-0.5691863	-0.022060573	-0.23138745	0.08677408	0.29096863	0.19652769	0.18148416	0.28988642	-0.035983726
ACAD8	-0.029310731	0.15052511	0.052550234	0.06780714	-0.03155701	0.17372324	0.03657387	-0.10276027	-0.15022923	-0.060495604	0.1419358	0.055788733	-0.20595655	0.061230063	-0.076395996	0.05474717
ACAD9	0.013585197	-0.074374534	-0.037849206	-0.2628672	-0.05217623	0.21066478	-0.02857239	0.005105427	-0.44098264	0.15663128	0.27138868	-0.081543595	0.32634053	0.08262487	-0.16012666	0.088446476
ACADL	0.25618502	-0.15230562	0.0012611954	-0.021827148	0.1204067	0.32276466	0.23311965	0.14148441	-0.3190212	0.0816062	-0.016200941	0.031211594	-0.07948205	0.07874729	-0.2313907	0.0028381494
ACADM	0.017567199	0.116656095	0.08242047	-0.23723564	-0.09606222	0.1385145	0.11684028	0.42324296	-0.47021502	0.017259775	-0.02381678	-0.04678672	-0.13626927	-0.27875558	0.13794553	-0.05726501
ACADS	0.034679335	-0.032297242	-0.15747805	-0.084960066	-0.2008457	-0.17071466	0.013180412	0.11202197	-0.13686457	-0.0008958939	-0.07070172	0.10086512	-0.4378061	0.012977577	0.03293808	0.06802546
ACADSB	0.08733693	-0.024171583	-0.08826719	0.00028968035	0.17513213	0.11472081	-0.14536484	0.065001875	-0.14181158	0.06670659	0.26182202	0.040157158	0.2329389	0.11289588	0.19330066	0.02478843
ACADVL	-0.085071824	0.21167736	-0.012266625	0.24081735	0.033575613	-0.092022955	0.08626266	0.11926587	0.1292357	-0.23317659	-0.44322115	-0.088035285	-0.030342955	0.034569807	0.30795065	0.021171762
ACAN	-0.10523677	0.10535903	0.05527951	-0.24489044	0.06623095	0.18993069	0.09492549	-0.108116776	-0.35875747	-0.14268938	0.25118518	0.3491999	-0.17889708	-0.14853765	-0.22083867	0.06462983
ACAT1	-0.12858644	-0.20259763	0.16941471	-0.10872436	0.026244104	0.21928781	-0.15027936	0.11862985	0.0744645	-0.11318844	0.0055805733	0.1469497	0.090708405	0.2037724	0.13928814	-0.23934573
ACAT2	0.18697232	0.076839045	0.077606164	-0.10004808	0.11328932	0.1435926	-0.034932975	-0.024742112	0.022141756	0.055939693	0.1426475	0.24547626	0.09052675	0.019249318	0.072720975	0.1600449
ACBD3	-0.14362586	-0.06457285	-0.15141523	-0.15224475	-0.023049403	-0.17069735	-0.29514524	-0.12695222	-0.32596892	0.07011083	0.21053812	0.1321802	-0.17163496	-0.41472408	-0.17817226	0.07428616
ACBD6	0.13821965	0.08822225	0.06910574	-0.0070856987	-0.2756462	0.07156434	-0.24312113	0.0076438813	-0.14180659	-0.03871194	-0.23196752	-0.017875437	-0.28166312	-0.2295269	-0.083718434	0.02841868
ACE	0.17511867	0.04005207	0.020608056	-0.04153049	-0.032793723	-0.4084869	0.18965945	-0.10816946	-0.109460734	0.013188414	-0.06841591	-0.28303692	-0.06999961	-0.006060062	0.03897773	-0.082490474
